CENSUS_TRACT_GEOID,COUNTY,STATE,tract_fips,poverty_2020,poverty_2022,poverty_change_20_22,income_2020,income_2022,income_change_20_22,unemployment_2020,unemployment_2022,unemployment_change_20_22,education_2020,education_2022,education_change_20_22,housing_burden_2020,housing_burden_2022,housing_burden_change_20_22,no_vehicle_2020,no_vehicle_2022,no_vehicle_change_20_22,food_access_population_2020,food_access_population_2022,food_access_population_change_20_22,uninsured_2020,uninsured_2022,uninsured_change_20_22,disability_2020,disability_2022,disability_change_20_22,broadband_2020,broadband_2022,broadband_change_20_22
6037138000,Los Angeles County,California,6037138000,5.2,5.7,0.5,145968.0,130690,-15278.0,7.0,5.3,-1.7,53.3,52.1,-1.2,14.5,16.4,1.9,0.0,1.3,1.3,100.0,97.76,-2.24,3.3,4.4,1.1,12.7,10.5,-2.2,97.0,98.0,1.0
6037139001,Los Angeles County,California,6037139001,4.1,7.1,3.0,87952.0,98926,10974.0,6.6,9.4,2.8,48.2,56.9,8.7,31.4,25.4,-6.0,0.8,1.0,0.2,27.34,24.48,-2.86,3.8,2.7,-1.1,10.5,9.1,-1.4,91.4,97.6,6.2
6037139200,Los Angeles County,California,6037139200,10.6,8.2,-2.4,75361.0,94250,18889.0,8.0,5.2,-2.8,43.8,50.3,6.5,42.1,31.4,-10.7,2.4,3.4,1.0,0.0,0.0,0.0,6.2,5.0,-1.2,12.3,11.0,-1.3,92.9,95.3,2.4
6037139302,Los Angeles County,California,6037139302,15.8,14.0,-1.8,53561.0,80119,26558.0,6.2,7.8,1.6,33.8,39.1,5.3,53.1,36.7,-16.4,9.1,8.1,-1.0,85.23,89.79,4.56,14.3,14.0,-0.3,14.8,14.3,-0.5,86.1,92.4,6.3
6037139303,Los Angeles County,California,6037139303,16.4,9.5,-6.9,50534.0,56200,5666.0,7.6,5.7,-1.9,39.5,39.9,0.4,57.6,52.0,-5.6,18.9,18.8,-0.1,45.14,97.94,52.8,6.8,6.9,0.1,20.9,18.3,-2.6,83.5,85.8,2.3
6037139401,Los Angeles County,California,6037139401,11.1,9.4,-1.7,65649.0,78320,12671.0,1.4,2.8,1.4,52.8,51.5,-1.3,45.1,41.6,-3.5,19.9,15.5,-4.4,87.81,6.61,-81.2,4.2,4.7,0.5,19.4,15.1,-4.3,80.6,86.3,5.7
6037139504,Los Angeles County,California,6037139504,20.2,17.8,-2.4,58431.0,65625,7194.0,10.6,10.2,-0.4,40.5,42.8,2.3,54.3,50.7,-3.6,8.8,10.9,2.1,100.0,96.51,-3.49,10.4,8.0,-2.4,15.6,13.3,-2.3,92.5,95.1,2.6
6037139505,Los Angeles County,California,6037139505,42.9,23.1,-19.8,29054.0,45833,16779.0,13.0,15.4,2.4,51.6,48.0,-3.6,68.5,66.2,-2.3,27.6,20.6,-7.0,10.71,61.52,50.81,6.6,5.1,-1.5,12.0,15.1,3.1,90.8,85.8,-5.0
6037139506,Los Angeles County,California,6037139506,7.2,4.3,-2.9,61414.0,67538,6124.0,7.9,1.9,-6.0,38.9,44.3,5.4,41.7,48.9,7.2,3.2,3.7,0.5,87.29,100.0,12.71,2.4,4.9,2.5,14.3,8.7,-5.6,94.8,96.6,1.8
6037139600,Los Angeles County,California,6037139600,4.8,6.0,1.2,95893.0,94444,-1449.0,12.4,11.7,-0.7,67.8,71.8,4.0,23.6,24.1,0.5,5.9,5.3,-0.6,23.33,15.08,-8.25,4.4,2.7,-1.7,12.0,7.6,-4.4,93.8,93.6,-0.2
6037139701,Los Angeles County,California,6037139701,12.2,13.2,1.0,147500.0,153875,6375.0,7.1,9.3,2.2,64.5,63.3,-1.2,16.2,14.8,-1.4,7.1,7.4,0.3,14.47,11.39,-3.08,4.0,3.5,-0.5,10.5,13.6,3.1,94.9,93.7,-1.2
6037139801,Los Angeles County,California,6037139801,2.5,3.3,0.8,142250.0,203125,60875.0,5.9,8.5,2.6,64.4,60.6,-3.8,19.7,16.3,-3.4,0.7,0.8,0.1,84.98,81.61,-3.37,5.8,2.7,-3.1,8.9,7.6,-1.3,94.4,96.6,2.2
6037139802,Los Angeles County,California,6037139802,5.1,8.3,3.2,157656.0,221398,63742.0,2.0,6.9,4.9,70.2,72.7,2.5,20.4,17.7,-2.7,0.0,0.0,0.0,100.0,100.0,0.0,1.5,0.4,-1.1,11.5,9.9,-1.6,95.8,97.1,1.3
6037141101,Los Angeles County,California,6037141101,8.2,7.4,-0.8,63932.0,85313,21381.0,7.6,8.7,1.1,63.3,65.1,1.8,49.7,40.8,-8.9,3.9,4.2,0.3,81.66,83.35,1.69,6.1,4.8,-1.3,7.8,7.0,-0.8,97.7,99.6,1.9
6037141102,Los Angeles County,California,6037141102,7.5,10.5,3.0,99375.0,109976,10601.0,8.0,13.7,5.7,60.2,62.0,1.8,31.3,35.0,3.7,1.1,6.3,5.2,36.37,35.33,-1.04,6.6,7.8,1.2,5.0,8.7,3.7,96.9,98.4,1.5
6037141201,Los Angeles County,California,6037141201,8.2,11.5,3.3,86754.0,78795,-7959.0,5.7,7.0,1.3,59.4,60.5,1.1,36.4,36.8,0.4,3.2,2.8,-0.4,0.0,83.6,83.6,3.6,4.0,0.4,6.6,5.7,-0.9,94.9,95.8,0.9
6037141202,Los Angeles County,California,6037141202,10.6,8.8,-1.8,90474.0,103157,12683.0,6.4,4.3,-2.1,70.9,66.7,-4.2,33.3,31.4,-1.9,1.0,1.2,0.2,2.97,0.0,-2.97,9.9,9.8,-0.1,5.8,3.9,-1.9,97.0,95.8,-1.2
6037141304,Los Angeles County,California,6037141304,10.1,11.5,1.4,101455.0,103894,2439.0,7.5,5.5,-2.0,67.1,64.7,-2.4,30.0,33.8,3.8,9.6,14.0,4.4,15.64,12.92,-2.72,2.8,2.5,-0.3,9.1,11.2,2.1,90.2,91.3,1.1
6037141305,Los Angeles County,California,6037141305,6.3,11.4,5.1,107629.0,95938,-11691.0,5.6,13.7,8.1,68.4,55.9,-12.5,26.2,29.1,2.9,4.5,3.5,-1.0,89.73,100.0,10.27,3.1,9.5,6.4,8.0,3.9,-4.1,94.1,97.9,3.8
6037141306,Los Angeles County,California,6037141306,2.6,2.9,0.3,87188.0,97355,10167.0,17.2,13.7,-3.5,64.6,72.3,7.7,29.2,22.7,-6.5,7.1,8.3,1.2,8.42,0.0,-8.42,4.3,1.3,-3.0,5.6,8.1,2.5,99.0,99.1,0.1
6037141400,Los Angeles County,California,6037141400,4.2,5.7,1.5,102351.0,104877,2526.0,4.4,4.2,-0.2,64.4,60.1,-4.3,30.8,30.4,-0.4,14.8,15.2,0.4,49.05,49.72,0.67,5.5,5.9,0.4,10.5,12.2,1.7,88.2,91.8,3.6
6037141600,Los Angeles County,California,6037141600,4.8,5.5,0.7,169185.0,177031,7846.0,6.6,5.3,-1.3,80.4,76.9,-3.5,20.9,19.3,-1.6,2.1,4.5,2.4,78.74,76.23,-2.51,3.4,4.1,0.7,5.9,6.6,0.7,98.5,98.9,0.4
6037141700,Los Angeles County,California,6037141700,3.0,1.7,-1.3,250001.0,250001,0.0,13.1,16.1,3.0,78.7,76.9,-1.8,7.7,5.3,-2.4,1.4,1.5,0.1,69.41,72.63,3.22,4.6,5.8,1.2,5.7,6.1,0.4,94.5,95.6,1.1
6037143200,Los Angeles County,California,6037143200,7.4,9.6,2.2,73362.0,84513,11151.0,6.8,8.6,1.8,56.3,52.7,-3.6,38.8,38.6,-0.2,5.6,5.0,-0.6,84.9,84.32,-0.58,8.3,10.3,2.0,4.2,5.7,1.5,89.9,93.6,3.7
6037143301,Los Angeles County,California,6037143301,5.1,5.2,0.1,67396.0,88365,20969.0,3.2,5.7,2.5,59.7,54.8,-4.9,42.0,40.7,-1.3,1.4,6.2,4.8,69.46,66.77,-2.69,7.7,1.3,-6.4,5.6,9.0,3.4,95.0,93.1,-1.9
6037143401,Los Angeles County,California,6037143401,3.1,5.4,2.3,116859.0,132672,15813.0,7.5,9.8,2.3,65.1,64.9,-0.2,17.6,20.3,2.7,15.3,14.1,-1.2,4.05,83.56,79.51,2.5,5.5,3.0,13.2,13.7,0.5,85.6,83.7,-1.9
6037143402,Los Angeles County,California,6037143402,7.1,2.2,-4.9,126875.0,161484,34609.0,1.3,10.6,9.3,53.0,65.4,12.4,21.3,24.3,3.0,1.5,3.1,1.6,40.04,99.43,59.39,8.9,10.6,1.7,5.7,3.5,-2.2,85.3,93.9,8.6
6037143500,Los Angeles County,California,6037143500,8.3,5.0,-3.3,119816.0,150556,30740.0,9.6,8.3,-1.3,58.3,61.6,3.3,26.3,23.9,-2.4,3.0,4.2,1.2,0.0,0.0,0.0,2.2,3.0,0.8,5.2,5.2,0.0,93.3,93.3,0.0
6037143602,Los Angeles County,California,6037143602,11.3,13.8,2.5,100482.0,95455,-5027.0,8.6,12.7,4.1,59.1,64.5,5.4,30.8,37.2,6.4,2.6,6.5,3.9,11.01,15.39,4.38,2.1,2.3,0.2,6.7,7.0,0.3,97.5,96.1,-1.4
6037143603,Los Angeles County,California,6037143603,6.8,10.4,3.6,85455.0,94738,9283.0,5.5,7.1,1.6,67.4,68.3,0.9,31.7,29.9,-1.8,3.2,1.8,-1.4,40.3,41.89,1.59,4.8,3.2,-1.6,5.5,5.2,-0.3,91.7,96.4,4.7
6037143605,Los Angeles County,California,6037143605,10.2,9.9,-0.3,73750.0,104271,30521.0,6.6,9.8,3.2,63.0,58.4,-4.6,38.7,26.3,-12.4,4.4,9.2,4.8,100.0,42.69,-57.31,20.6,23.2,2.6,3.3,6.7,3.4,93.2,95.7,2.5
6037143606,Los Angeles County,California,6037143606,6.3,10.1,3.8,89135.0,97589,8454.0,8.5,4.8,-3.7,74.4,69.9,-4.5,38.4,37.8,-0.6,3.1,4.9,1.8,53.96,73.6,19.64,10.1,7.1,-3.0,2.7,6.2,3.5,94.8,97.1,2.3
6037143801,Los Angeles County,California,6037143801,3.5,4.8,1.3,165227.0,187888,22661.0,7.6,14.7,7.1,68.7,70.0,1.3,10.3,12.1,1.8,5.3,3.6,-1.7,25.65,56.57,30.92,0.7,1.5,0.8,5.4,3.5,-1.9,94.0,98.9,4.9
6037143802,Los Angeles County,California,6037143802,2.0,3.8,1.8,132052.0,134926,2874.0,5.6,13.7,8.1,59.6,63.1,3.5,17.4,21.0,3.6,7.9,8.2,0.3,96.75,87.47,-9.28,0.0,6.7,6.7,11.2,12.6,1.4,98.7,93.9,-4.8
6037143901,Los Angeles County,California,6037143901,2.1,2.1,0.0,204653.0,200757,-3896.0,9.5,5.0,-4.5,78.4,74.9,-3.5,18.8,17.8,-1.0,3.3,0.8,-2.5,58.12,60.43,2.31,2.2,1.9,-0.3,4.4,4.1,-0.3,95.4,96.7,1.3
6037143902,Los Angeles County,California,6037143902,9.8,9.3,-0.5,118419.0,141534,23115.0,7.8,9.3,1.5,63.6,65.0,1.4,32.3,26.5,-5.8,5.2,3.2,-2.0,56.82,48.76,-8.06,3.1,1.6,-1.5,9.1,8.2,-0.9,96.4,98.1,1.7
6037181000,Los Angeles County,California,6037181000,8.0,9.8,1.8,107708.0,129388,21680.0,3.3,5.2,1.9,56.0,57.0,1.0,25.3,18.3,-7.0,5.0,2.2,-2.8,13.43,9.96,-3.47,2.7,3.2,0.5,11.8,9.0,-2.8,93.3,96.5,3.2
6037181400,Los Angeles County,California,6037181400,9.4,7.3,-2.1,85409.0,102887,17478.0,8.6,8.6,0.0,49.1,54.1,5.0,29.5,20.5,-9.0,6.7,4.7,-2.0,10.18,17.96,7.78,5.2,4.4,-0.8,12.1,10.7,-1.4,92.2,95.1,2.9
6037181500,Los Angeles County,California,6037181500,9.9,14.7,4.8,114034.0,122476,8442.0,0.9,5.1,4.2,47.3,46.0,-1.3,26.3,25.4,-0.9,5.6,6.8,1.2,4.12,8.87,4.75,5.9,4.6,-1.3,10.6,10.6,0.0,97.5,98.2,0.7
6037181600,Los Angeles County,California,6037181600,4.8,2.3,-2.5,90571.0,110819,20248.0,8.4,4.6,-3.8,47.3,47.9,0.6,35.3,29.5,-5.8,11.7,12.2,0.5,32.27,35.83,3.56,4.0,3.9,-0.1,10.3,9.3,-1.0,91.3,94.6,3.3
6037183103,Los Angeles County,California,6037183103,11.9,9.4,-2.5,69032.0,82902,13870.0,9.7,9.4,-0.3,31.7,37.2,5.5,33.2,27.9,-5.3,7.6,9.0,1.4,59.57,56.36,-3.21,9.5,9.4,-0.1,7.4,6.3,-1.1,91.7,94.8,3.1
6037183220,Los Angeles County,California,6037183220,12.8,9.0,-3.8,80817.0,107667,26850.0,6.4,8.9,2.5,25.3,35.4,10.1,31.8,29.4,-2.4,7.2,7.6,0.4,46.97,20.68,-26.29,6.1,4.0,-2.1,11.4,11.6,0.2,90.2,91.9,1.7
6037183221,Los Angeles County,California,6037183221,9.4,11.6,2.2,85450.0,88625,3175.0,9.4,15.1,5.7,37.7,43.3,5.6,30.5,38.9,8.4,9.6,8.2,-1.4,33.97,32.02,-1.95,11.5,7.9,-3.6,9.7,7.4,-2.3,90.7,93.6,2.9
6037183222,Los Angeles County,California,6037183222,9.9,12.3,2.4,93839.0,101118,7279.0,4.7,7.9,3.2,58.2,56.5,-1.7,22.8,23.9,1.1,4.5,6.6,2.1,43.95,39.98,-3.97,4.9,6.2,1.3,11.5,13.8,2.3,92.1,93.6,1.5
6037183402,Los Angeles County,California,6037183402,13.9,13.6,-0.3,63618.0,84583,20965.0,6.9,8.4,1.5,43.2,44.9,1.7,40.7,34.2,-6.5,7.1,6.2,-0.9,92.21,93.15,0.94,8.3,5.7,-2.6,7.8,9.4,1.6,87.0,93.9,6.9
6037183510,Los Angeles County,California,6037183510,6.0,5.8,-0.2,77292.0,102784,25492.0,7.5,9.1,1.6,27.0,31.5,4.5,41.8,33.7,-8.1,4.9,2.2,-2.7,20.94,33.77,12.83,5.0,7.7,2.7,10.5,9.1,-1.4,83.0,89.2,6.2
6037183610,Los Angeles County,California,6037183610,19.0,21.5,2.5,65724.0,75395,9671.0,8.8,9.8,1.0,32.4,34.4,2.0,46.4,43.8,-2.6,7.4,10.0,2.6,100.0,83.21,-16.79,11.1,11.5,0.4,13.8,15.5,1.7,88.9,88.5,-0.4
6037183701,Los Angeles County,California,6037183701,10.8,14.3,3.5,65313.0,73615,8302.0,8.5,8.9,0.4,37.1,36.7,-0.4,45.5,43.9,-1.6,14.1,8.5,-5.6,4.72,0.0,-4.72,5.8,13.0,7.2,10.8,8.6,-2.2,86.5,85.0,-1.5
6037183702,Los Angeles County,California,6037183702,11.7,5.9,-5.8,86719.0,108353,21634.0,7.8,6.1,-1.7,45.3,51.2,5.9,26.8,16.5,-10.3,5.1,4.2,-0.9,2.84,12.93,10.09,5.5,8.9,3.4,9.0,12.7,3.7,89.7,94.0,4.3
6037183810,Los Angeles County,California,6037183810,23.0,16.2,-6.8,61250.0,83488,22238.0,10.1,9.0,-1.1,28.4,37.6,9.2,42.5,34.7,-7.8,12.4,14.1,1.7,100.0,41.88,-58.12,17.1,12.3,-4.8,9.6,10.1,0.5,93.1,94.0,0.9
6037183820,Los Angeles County,California,6037183820,15.7,7.4,-8.3,58100.0,71424,13324.0,7.4,11.4,4.0,28.7,26.8,-1.9,38.0,35.1,-2.9,14.5,11.6,-2.9,46.61,5.5,-41.11,18.7,15.1,-3.6,7.6,9.0,1.4,90.0,91.4,1.4
6037185102,Los Angeles County,California,6037185102,4.0,7.7,3.7,145088.0,163194,18106.0,9.7,10.6,0.9,61.2,63.0,1.8,23.6,10.4,-13.2,0.7,0.9,0.2,56.34,22.27,-34.07,3.2,5.2,2.0,8.9,9.4,0.5,99.3,100.0,0.7
6037185203,Los Angeles County,California,6037185203,22.6,18.6,-4.0,70096.0,68500,-1596.0,5.2,4.1,-1.1,27.6,30.4,2.8,34.6,33.5,-1.1,6.1,8.8,2.7,1.05,4.49,3.44,14.2,11.9,-2.3,7.5,8.0,0.5,89.8,91.8,2.0
6037185204,Los Angeles County,California,6037185204,9.9,19.3,9.4,90000.0,115417,25417.0,3.8,7.8,4.0,48.6,54.2,5.6,20.4,12.5,-7.9,1.6,2.6,1.0,88.08,85.26,-2.82,6.7,7.8,1.1,12.3,8.9,-3.4,93.0,95.8,2.8
6037185310,Los Angeles County,California,6037185310,15.8,18.8,3.0,67076.0,78542,11466.0,8.5,4.0,-4.5,17.7,19.9,2.2,28.0,27.9,-0.1,10.3,9.6,-0.7,63.87,59.1,-4.77,11.8,13.2,1.4,10.3,8.9,-1.4,83.0,84.4,1.4
6037185320,Los Angeles County,California,6037185320,26.4,24.0,-2.4,51042.0,55947,4905.0,7.2,6.6,-0.6,22.6,23.0,0.4,44.2,41.1,-3.1,12.3,10.9,-1.4,34.83,38.44,3.61,13.6,12.8,-0.8,13.6,10.5,-3.1,83.8,81.6,-2.2
6037186100,Los Angeles County,California,6037186100,5.7,4.9,-0.8,100074.0,113365,13291.0,6.5,6.4,-0.1,49.4,50.7,1.3,20.9,20.5,-0.4,2.3,2.4,0.1,59.41,56.69,-2.72,6.1,5.6,-0.5,7.3,8.1,0.8,93.0,94.5,1.5
6037186201,Los Angeles County,California,6037186201,12.8,13.3,0.5,72875.0,77354,4479.0,2.8,3.3,0.5,38.2,40.6,2.4,29.4,30.1,0.7,19.3,17.5,-1.8,89.79,96.95,7.16,7.1,8.2,1.1,15.6,23.1,7.5,89.3,91.4,2.1
6037186202,Los Angeles County,California,6037186202,10.2,13.3,3.1,83836.0,92276,8440.0,5.4,5.3,-0.1,42.0,44.3,2.3,28.9,31.1,2.2,4.3,10.8,6.5,15.71,13.65,-2.06,7.8,5.3,-2.5,9.0,15.2,6.2,95.7,98.5,2.8
6037186203,Los Angeles County,California,6037186203,4.5,5.2,0.7,115074.0,131083,16009.0,8.6,9.2,0.6,53.7,52.1,-1.6,20.8,25.7,4.9,0.6,0.2,-0.4,76.19,62.17,-14.02,5.0,5.0,0.0,7.4,8.7,1.3,94.5,94.4,-0.1
6037186301,Los Angeles County,California,6037186301,22.9,21.6,-1.3,64018.0,79018,15000.0,12.1,12.1,0.0,36.5,33.3,-3.2,43.7,42.6,-1.1,7.3,5.9,-1.4,70.87,62.76,-8.11,13.3,11.3,-2.0,11.0,12.3,1.3,93.0,95.9,2.9
6037186401,Los Angeles County,California,6037186401,17.4,12.0,-5.4,45833.0,57120,11287.0,6.1,4.4,-1.7,22.7,26.9,4.2,52.8,54.4,1.6,14.9,14.6,-0.3,76.23,76.92,0.69,18.4,11.9,-6.5,10.8,12.0,1.2,83.8,89.1,5.3
6037186403,Los Angeles County,California,6037186403,14.1,7.5,-6.6,64412.0,85446,21034.0,5.6,3.9,-1.7,28.7,29.1,0.4,38.5,31.7,-6.8,12.6,8.1,-4.5,72.13,80.8,8.67,8.8,6.7,-2.1,11.8,11.3,-0.5,85.5,89.2,3.7
6037187101,Los Angeles County,California,6037187101,7.8,7.0,-0.8,84531.0,93533,9002.0,3.6,5.5,1.9,47.5,50.3,2.8,23.0,16.1,-6.9,5.0,6.6,1.6,99.13,95.5,-3.63,10.5,9.4,-1.1,19.5,18.3,-1.2,95.2,93.5,-1.7
6037187102,Los Angeles County,California,6037187102,19.0,19.4,0.4,67617.0,70590,2973.0,8.5,4.3,-4.2,40.2,44.0,3.8,40.1,40.6,0.5,12.3,2.1,-10.2,22.78,23.06,0.28,7.3,4.2,-3.1,14.1,15.1,1.0,87.5,94.4,6.9
6037187200,Los Angeles County,California,6037187200,5.0,10.3,5.3,79327.0,82500,3173.0,6.7,10.9,4.2,35.5,37.4,1.9,30.9,37.8,6.9,2.5,3.8,1.3,20.53,25.47,4.94,10.6,5.4,-5.2,9.0,15.9,6.9,89.6,92.3,2.7
6037188100,Los Angeles County,California,6037188100,13.8,13.4,-0.4,57350.0,81151,23801.0,2.0,6.7,4.7,40.3,49.1,8.8,55.5,41.6,-13.9,5.3,2.7,-2.6,91.08,92.14,1.06,11.9,8.2,-3.7,12.5,14.0,1.5,94.0,94.8,0.8
6037188201,Los Angeles County,California,6037188201,9.1,7.0,-2.1,88786.0,108061,19275.0,7.3,7.7,0.4,70.7,73.8,3.1,33.6,26.7,-6.9,2.6,3.5,0.9,17.92,14.64,-3.28,6.3,4.9,-1.4,7.7,6.0,-1.7,97.8,97.0,-0.8
6037188202,Los Angeles County,California,6037188202,3.5,5.5,2.0,119176.0,169764,50588.0,3.4,3.7,0.3,71.2,73.7,2.5,21.2,20.7,-0.5,0.0,1.0,1.0,77.8,86.62,8.82,7.6,6.9,-0.7,7.9,7.5,-0.4,95.5,96.1,0.6
6037188300,Los Angeles County,California,6037188300,9.3,8.2,-1.1,111489.0,125022,13533.0,6.5,6.3,-0.2,46.3,53.0,6.7,18.2,10.6,-7.6,6.9,7.4,0.5,86.76,78.13,-8.63,2.4,2.8,0.4,5.5,5.9,0.4,95.4,92.2,-3.2
6037189101,Los Angeles County,California,6037189101,7.2,8.1,0.9,92404.0,96607,4203.0,6.4,9.3,2.9,65.2,65.8,0.6,36.2,27.3,-8.9,10.1,15.0,4.9,100.0,84.05,-15.95,3.5,3.5,0.0,8.2,12.8,4.6,97.9,97.3,-0.6
6037189102,Los Angeles County,California,6037189102,5.2,6.7,1.5,95000.0,114143,19143.0,8.7,9.6,0.9,70.3,72.7,2.4,24.3,22.2,-2.1,3.9,3.9,0.0,3.78,7.6,3.82,6.5,4.5,-2.0,6.6,6.8,0.2,97.2,94.3,-2.9
6037189201,Los Angeles County,California,6037189201,18.5,18.5,0.0,48103.0,67974,19871.0,6.8,10.2,3.4,60.9,65.7,4.8,50.8,42.7,-8.1,23.2,19.4,-3.8,10.54,26.47,15.93,5.4,4.7,-0.7,12.2,10.3,-1.9,88.7,92.2,3.5
6037189202,Los Angeles County,California,6037189202,7.7,8.6,0.9,122188.0,145417,23229.0,6.9,4.4,-2.5,76.2,73.6,-2.6,27.3,22.5,-4.8,2.6,4.9,2.3,16.64,20.11,3.47,5.2,8.4,3.2,5.9,7.1,1.2,94.5,97.4,2.9
6037189300,Los Angeles County,California,6037189300,11.2,12.1,0.9,156827.0,175854,19027.0,6.2,6.8,0.6,68.0,69.7,1.7,25.9,27.4,1.5,7.3,6.7,-0.6,45.6,39.44,-6.16,5.0,7.9,2.9,4.8,4.5,-0.3,93.5,93.9,0.4
6037189400,Los Angeles County,California,6037189400,4.5,8.7,4.2,156161.0,135278,-20883.0,7.5,7.2,-0.3,74.8,71.0,-3.8,15.7,24.2,8.5,2.7,2.3,-0.4,71.65,77.77,6.12,1.4,3.2,1.8,3.5,7.4,3.9,100.0,100.0,0.0
6037189501,Los Angeles County,California,6037189501,10.5,10.3,-0.2,66071.0,77074,11003.0,12.6,9.4,-3.2,62.9,71.7,8.8,38.2,28.7,-9.5,4.4,6.6,2.2,100.0,100.0,0.0,9.3,4.8,-4.5,1.6,4.2,2.6,100.0,99.4,-0.6
6037189502,Los Angeles County,California,6037189502,18.3,18.7,0.4,55694.0,54811,-883.0,13.6,11.0,-2.6,55.1,51.6,-3.5,44.1,46.6,2.5,25.6,28.7,3.1,0.47,98.6,98.13,11.0,13.8,2.8,8.1,9.8,1.7,94.6,89.7,-4.9
6037189702,Los Angeles County,California,6037189702,12.7,11.5,-1.2,79536.0,89707,10171.0,13.0,13.1,0.1,49.2,52.8,3.6,31.0,31.0,0.0,14.7,18.8,4.1,42.18,45.66,3.48,4.1,2.3,-1.8,11.8,13.8,2.0,92.1,92.9,0.8
6037189703,Los Angeles County,California,6037189703,6.7,7.1,0.4,106970.0,95403,-11567.0,1.1,1.3,0.2,66.4,60.8,-5.6,35.3,37.3,2.0,2.5,4.8,2.3,35.71,94.4,58.69,5.6,8.4,2.8,9.8,12.3,2.5,93.9,90.6,-3.3
6037189704,Los Angeles County,California,6037189704,8.6,9.0,0.4,108430.0,134145,25715.0,5.5,2.2,-3.3,70.4,64.9,-5.5,21.7,20.5,-1.2,0.0,0.9,0.9,32.58,55.79,23.21,6.1,3.5,-2.6,15.6,14.2,-1.4,98.4,100.0,1.6
6037189801,Los Angeles County,California,6037189801,11.0,4.5,-6.5,80663.0,64257,-16406.0,5.8,4.9,-0.9,60.5,67.8,7.3,38.0,46.7,8.7,18.7,16.4,-2.3,23.38,5.69,-17.69,4.7,5.7,1.0,6.9,9.5,2.6,86.9,87.2,0.3
6037189802,Los Angeles County,California,6037189802,15.8,19.6,3.8,64489.0,79484,14995.0,13.2,12.4,-0.8,65.9,63.5,-2.4,46.7,35.4,-11.3,11.7,14.1,2.4,92.89,16.14,-76.75,9.8,13.6,3.8,12.5,14.7,2.2,83.9,84.7,0.8
6037189903,Los Angeles County,California,6037189903,11.0,8.3,-2.7,85745.0,101932,16187.0,10.6,13.3,2.7,57.5,58.0,0.5,38.2,26.8,-11.4,11.7,8.9,-2.8,57.38,46.52,-10.86,11.0,10.5,-0.5,12.8,11.3,-1.5,95.6,96.6,1.0
6037189904,Los Angeles County,California,6037189904,12.4,15.2,2.8,58594.0,65221,6627.0,6.8,8.7,1.9,60.6,56.1,-4.5,57.1,57.2,0.1,17.4,16.4,-1.0,35.44,90.34,54.9,11.1,10.5,-0.6,9.6,12.8,3.2,92.5,92.5,0.0
6037189905,Los Angeles County,California,6037189905,8.0,9.9,1.9,72471.0,80256,7785.0,1.2,5.3,4.1,73.1,74.2,1.1,37.4,37.7,0.3,8.3,9.5,1.2,0.0,2.49,2.49,7.2,5.5,-1.7,9.3,10.5,1.2,94.8,97.3,2.5
6037189907,Los Angeles County,California,6037189907,11.2,9.2,-2.0,69489.0,87994,18505.0,7.6,8.8,1.2,66.3,69.6,3.3,48.6,33.8,-14.8,8.3,11.9,3.6,80.79,97.21,16.42,5.8,4.7,-1.1,9.1,9.7,0.6,94.7,93.8,-0.9
6037190101,Los Angeles County,California,6037190101,20.9,25.0,4.1,34313.0,55866,21553.0,17.1,5.9,-11.2,44.0,44.6,0.6,67.8,52.6,-15.2,21.0,21.5,0.5,39.59,45.37,5.78,6.1,2.8,-3.3,19.5,2.6,-16.9,100.0,90.0,-10.0
6037190102,Los Angeles County,California,6037190102,12.8,15.3,2.5,59632.0,76037,16405.0,8.2,6.0,-2.2,63.2,56.4,-6.8,47.5,41.3,-6.2,8.2,8.9,0.7,26.97,91.15,64.18,16.8,21.6,4.8,6.7,5.3,-1.4,93.9,97.0,3.1
6037190201,Los Angeles County,California,6037190201,26.0,20.1,-5.9,31403.0,34626,3223.0,12.3,12.2,-0.1,37.9,34.8,-3.1,52.9,57.7,4.8,46.7,43.3,-3.4,84.81,8.76,-76.05,12.4,17.3,4.9,10.2,13.0,2.8,77.4,79.2,1.8
6037190202,Los Angeles County,California,6037190202,23.4,26.4,3.0,40723.0,45755,5032.0,6.1,10.9,4.8,56.3,58.3,2.0,55.3,49.1,-6.2,34.6,40.8,6.2,3.86,43.92,40.06,11.6,15.0,3.4,17.0,17.7,0.7,80.1,81.5,1.4
6037190302,Los Angeles County,California,6037190302,21.1,18.4,-2.7,65976.0,62545,-3431.0,8.9,8.7,-0.2,53.6,50.5,-3.1,55.5,43.1,-12.4,15.3,19.6,4.3,25.62,38.74,13.12,15.5,12.1,-3.4,9.8,10.9,1.1,93.1,86.7,-6.4
6037190520,Los Angeles County,California,6037190520,28.1,28.1,0.0,43688.0,51701,8013.0,9.5,4.4,-5.1,33.5,35.3,1.8,50.7,48.5,-2.2,25.0,27.2,2.2,49.52,98.75,49.23,6.8,4.5,-2.3,7.4,11.1,3.7,88.0,92.1,4.1
6037190702,Los Angeles County,California,6037190702,5.9,5.8,-0.1,60150.0,71125,10975.0,11.7,14.5,2.8,63.2,64.2,1.0,45.1,42.8,-2.3,21.4,18.5,-2.9,52.33,88.95,36.62,6.9,6.2,-0.7,10.1,9.2,-0.9,81.8,80.3,-1.5
