state_abbreviation,state_county_fips,county_name,tract_fips,tract_id,social_vulnerability_index,poverty_rate,median_household_income,uninsured_rate,housing_cost_burden,no_vehicle_rate,low_access_households_no_vehicle,low_access_population_rate,disability_rate,unemployment_rate,no_internet_access_rate,limited_english_rate
CA,6029,Kern County,6029005406,6029005406,0.4632,4.8,110889.0,1.8,11.2,3.9,2.21,39.37,12.2,6.1,5.7,3.1
CA,6029,Kern County,6029005407,6029005407,0.5497,18.5,64714.0,3.3,26.3,13.4,5.97,9.75,16.6,13.9,16.8,1.5
CA,6029,Kern County,6029005408,6029005408,0.5006,7.0,77460.0,2.3,28.4,4.7,0.0,0.44,12.0,4.1,7.6,4.8
CA,6029,Kern County,6029005409,6029005409,0.3608,7.3,98922.0,3.2,18.6,7.8,4.51,0.82,14.3,12.2,3.7,0.5
CA,6029,Kern County,6029005410,6029005410,0.6154,20.1,90230.0,13.1,26.9,13.3,0.0,44.04,15.2,0.5,18.2,7.6
CA,6029,Kern County,6029005508,6029005508,0.6907,22.5,53125.0,5.6,32.9,5.6,19.29,99.03,21.5,10.8,12.9,6.9
CA,6029,Kern County,6029005509,6029005509,0.4841,13.7,75598.0,5.7,14.8,4.6,1.63,85.27,15.8,10.2,6.8,1.1
CA,6029,Kern County,6029005510,6029005510,0.465,11.3,84871.0,5.0,19.9,4.6,0.77,21.5,23.7,13.0,21.8,0.8
CA,6029,Kern County,6029005511,6029005511,0.645,20.7,54978.0,3.8,39.2,10.1,4.16,93.76,18.7,20.2,10.8,6.5
CA,6029,Kern County,6029005512,6029005512,0.5996,27.6,58214.0,2.6,41.6,1.2,6.67,0.77,26.2,20.7,6.6,0.4
CA,6029,Kern County,6029005513,6029005513,0.3969,8.9,82529.0,4.8,30.4,3.9,1.31,46.45,18.4,0.0,12.6,3.8
CA,6029,Kern County,6029005514,6029005514,0.6269,3.3,77198.0,13.8,17.3,7.7,2.99,66.81,16.2,12.3,23.7,3.8
CA,6029,Kern County,6029005600,6029005600,0.7126,27.5,52969.0,3.0,35.3,9.8,11.37,100.0,29.1,10.9,22.2,3.0
CA,6029,Kern County,6029005700,6029005700,0.2032,2.9,77328.0,0.4,43.3,0.0,0.0,96.97,4.3,11.9,0.0,0.3
CA,6029,Kern County,6029005803,6029005803,0.8523,26.7,58663.0,20.3,32.1,5.6,0.58,96.42,17.2,4.0,13.2,9.2
CA,6029,Kern County,6029005804,6029005804,0.933,24.9,65123.0,7.2,40.1,3.5,3.3,36.33,19.2,14.6,16.4,13.0
CA,6029,Kern County,6029005805,6029005805,0.279,2.7,93147.0,2.8,25.4,3.1,0.0,59.87,17.3,2.5,2.6,2.9
CA,6029,Kern County,6029005806,6029005806,0.3647,8.3,127904.0,4.6,22.8,1.1,7.96,56.42,12.7,10.0,0.0,0.9
CA,6029,Kern County,6029005900,6029005900,0.7629,34.4,46797.0,9.0,45.5,3.0,17.16,91.14,21.9,7.2,20.3,7.2
CA,6029,Kern County,6029006002,6029006002,0.4999,10.0,90230.0,5.8,28.3,4.5,0.57,97.28,10.5,5.8,7.2,7.4
CA,6029,Kern County,6029006003,6029006003,0.3952,12.5,90921.0,6.5,16.7,0.8,4.31,94.41,12.1,9.2,5.4,5.0
CA,6029,Kern County,6029006004,6029006004,0.4739,17.0,58113.0,6.6,22.4,1.5,7.6,100.0,17.5,8.7,23.3,3.0
CA,6029,Kern County,6029006006,6029006006,0.1334,2.9,101500.0,2.1,14.6,0.0,1.57,96.05,17.7,1.7,10.8,0.9
CA,6029,Kern County,6029006009,6029006009,0.019,4.4,106924.0,3.1,13.1,0.0,3.65,3.17,14.3,4.0,7.1,0.0
CA,6029,Kern County,6029006010,6029006010,0.0396,1.9,116444.0,1.0,13.3,1.3,0.0,98.18,15.5,2.1,2.5,2.3
CA,6029,Kern County,6029006011,6029006011,0.3084,5.1,75538.0,5.4,20.0,0.0,4.55,96.37,24.7,2.9,9.3,4.2
CA,6029,Kern County,6029006012,6029006012,0.5634,13.0,86397.0,3.3,30.8,3.8,2.03,64.95,10.9,8.2,14.0,1.8
CA,6029,Kern County,6029006101,6029006101,0.7155,14.6,40953.0,10.1,40.1,2.0,0.35,9.77,15.4,8.2,15.1,1.3
CA,6029,Kern County,6029006102,6029006102,0.4117,8.6,79286.0,3.9,19.6,0.8,4.55,25.59,16.4,7.0,9.0,0.0
CA,6029,Kern County,6029006201,6029006201,0.9507,36.5,44531.0,10.0,40.0,4.2,8.42,100.0,9.1,15.8,8.3,16.1
CA,6029,Kern County,6029006202,6029006202,0.792,16.4,66912.0,9.3,42.8,1.5,4.49,99.7,4.4,8.7,12.1,23.1
CA,6029,Kern County,6029006301,6029006301,0.9861,32.8,42095.0,11.3,43.5,7.9,5.81,45.46,9.5,11.2,28.7,34.2
CA,6029,Kern County,6029006303,6029006303,0.9406,36.9,42705.0,12.7,45.7,7.5,7.3,58.06,3.1,13.0,14.1,25.5
CA,6029,Kern County,6029006304,6029006304,0.9329,35.6,39643.0,8.8,45.9,4.9,1.34,31.77,7.2,11.3,19.1,28.8
CA,6029,Kern County,6029006403,6029006403,0.9417,31.4,40359.0,8.8,47.9,3.5,0.0,15.59,11.1,13.2,23.7,28.3
CA,6029,Kern County,6029006404,6029006404,0.9894,42.6,22245.0,20.1,50.9,25.2,0.0,38.36,7.5,20.3,46.9,34.3
CA,6029,Kern County,6029006405,6029006405,0.8135,18.4,48505.0,10.2,33.5,1.3,4.33,18.05,5.7,10.5,9.5,29.7
CA,6029,Kern County,6029006406,6029006406,0.9114,47.6,28385.0,15.5,70.0,0.9,3.02,95.18,10.9,3.3,24.5,53.0
CA,6029,Kern County,6029006500,6029006500,0.7164,22.1,35694.0,18.0,26.0,1.1,1.51,100.0,28.6,11.5,17.3,4.4
CA,6029,Kern County,6029006600,6029006600,0.7637,24.1,61581.0,7.4,28.2,4.6,2.51,100.0,7.5,8.0,37.1,14.2
CA,6031,Kings County,6031000100,6031000100,0.5017,5.2,79449.0,12.7,19.3,0.5,0.0,100.0,9.5,4.4,27.3,14.1
CA,6031,Kings County,6031000200,6031000200,0.6829,15.1,85089.0,5.1,30.8,3.3,2.28,93.38,18.9,7.8,21.8,7.0
CA,6031,Kings County,6031000402,6031000402,0.3389,7.9,93117.0,7.8,21.1,0.0,7.78,82.45,11.7,6.4,6.8,7.0
CA,6031,Kings County,6031000403,6031000403,0.6669,13.6,74575.0,8.5,29.2,0.6,0.0,28.87,17.1,7.1,11.9,6.9
CA,6031,Kings County,6031000405,6031000405,0.7706,17.3,57063.0,8.7,35.0,2.6,0.0,53.2,10.9,15.8,8.9,10.0
CA,6031,Kings County,6031000406,6031000406,0.1673,4.7,110438.0,4.7,20.5,2.3,4.71,0.69,16.1,2.3,4.4,5.6
CA,6031,Kings County,6031000407,6031000407,0.5417,21.9,73333.0,4.6,41.3,2.9,1.25,49.79,11.1,16.2,11.7,3.3
CA,6031,Kings County,6031000500,6031000500,0.7796,12.8,65750.0,6.1,38.5,5.5,9.48,99.58,11.7,7.5,10.6,14.4
CA,6031,Kings County,6031000602,6031000602,0.3701,3.0,101970.0,2.0,23.1,5.2,7.06,82.3,11.2,8.3,11.5,0.2
CA,6031,Kings County,6031000603,6031000603,0.0265,0.0,138750.0,3.9,15.6,1.4,3.34,59.4,5.2,3.6,0.0,1.8
CA,6031,Kings County,6031000604,6031000604,0.2664,3.8,93172.0,10.9,17.6,1.6,0.0,85.97,9.2,3.7,10.0,7.7
CA,6031,Kings County,6031000701,6031000701,0.272,9.5,88953.0,5.1,20.1,2.3,3.21,89.62,12.7,7.3,5.8,0.5
CA,6031,Kings County,6031000702,6031000702,0.4001,13.5,76193.0,1.6,25.7,1.4,7.14,73.8,15.5,6.8,5.2,2.4
CA,6031,Kings County,6031000800,6031000800,0.7935,20.6,66316.0,6.4,30.7,7.9,11.15,78.71,17.6,7.3,14.9,6.4
CA,6031,Kings County,6031000901,6031000901,0.9213,29.2,37841.0,3.3,61.4,24.8,5.22,62.0,22.0,15.4,18.1,7.0
CA,6031,Kings County,6031000902,6031000902,0.9035,16.8,55472.0,4.5,37.4,11.1,5.2,32.97,17.0,5.9,32.8,9.0
CA,6031,Kings County,6031001001,6031001001,0.6435,8.8,89614.0,4.1,18.3,3.5,2.29,37.29,13.7,7.5,3.6,2.2
CA,6031,Kings County,6031001002,6031001002,0.9906,41.8,43462.0,11.0,43.5,15.3,3.14,35.77,12.8,9.6,25.7,23.5
CA,6031,Kings County,6031001003,6031001003,0.6004,7.2,71972.0,10.7,24.2,0.4,0.92,69.55,7.9,10.7,14.2,10.4
CA,6031,Kings County,6031001100,6031001100,0.995,31.9,37377.0,6.5,35.8,14.3,7.25,56.77,17.5,12.2,26.7,19.0
CA,6031,Kings County,6031001200,6031001200,0.4006,10.1,69292.0,7.1,19.3,0.0,0.0,100.0,8.1,5.1,15.1,11.0
CA,6031,Kings County,6031001300,6031001300,0.9379,41.9,33260.0,4.3,46.4,10.5,11.61,83.04,11.3,22.6,22.6,9.8
CA,6031,Kings County,6031001401,6031001401,0.9088,12.9,46000.0,12.1,41.3,7.7,10.22,87.0,11.7,6.4,47.1,30.2
CA,6031,Kings County,6031001402,6031001402,0.969,31.3,50357.0,7.8,31.4,10.6,2.56,22.21,15.8,11.6,15.7,17.5
CA,6031,Kings County,6031001500,6031001500,0.883,21.9,77996.0,7.0,28.9,7.3,2.24,37.69,15.5,5.2,15.1,14.1
CA,6031,Kings County,6031001601,6031001601,0.8074,26.4,47271.0,16.3,15.8,0.3,2.71,100.0,9.7,11.2,26.9,23.5
CA,6031,Kings County,6031001702,6031001702,0.8907,28.8,46925.0,15.2,48.7,4.0,0.0,100.0,11.1,13.8,11.3,28.9
CA,6031,Kings County,6031001703,6031001703,0.8261,10.9,58898.0,13.2,34.6,0.8,2.15,18.51,6.0,9.9,1.4,27.8
CA,6031,Kings County,6031980000,6031980000,0.256,10.2,63870.0,0.2,59.6,2.7,2.41,28.19,6.4,8.9,0.0,0.3
CA,6031,Kings County,6031980100,6031980100,0.4999,10.0,90230.0,5.8,28.3,4.5,0.0,99.93,10.5,5.8,7.2,7.1
CA,6031,Kings County,6031981800,6031981800,0.4999,10.0,90230.0,5.8,28.3,4.5,0.26,96.26,10.5,5.8,7.2,9.5
CA,6033,Lake County,6033000100,6033000100,0.6624,22.4,69620.0,15.3,18.5,2.0,0.95,100.0,15.9,10.6,15.3,1.8
CA,6033,Lake County,6033000300,6033000300,0.5747,13.3,68375.0,2.3,36.9,4.1,13.2,94.15,16.3,8.8,11.2,2.9
CA,6033,Lake County,6033000401,6033000401,0.1634,7.2,107708.0,1.4,9.9,0.0,0.0,0.0,10.1,0.0,3.4,3.3
CA,6033,Lake County,6033000402,6033000402,0.6476,15.8,45761.0,3.8,33.2,17.1,0.0,16.82,27.1,10.8,31.1,0.8
CA,6033,Lake County,6033000501,6033000501,0.6582,17.5,45860.0,8.1,37.3,13.8,0.0,100.0,24.5,8.9,14.9,1.9
CA,6033,Lake County,6033000502,6033000502,0.5191,13.4,69554.0,1.0,25.9,10.4,1.93,89.6,27.1,5.5,14.6,0.9
CA,6033,Lake County,6033000601,6033000601,0.6635,20.9,42399.0,4.9,35.3,3.2,5.1,74.77,36.2,18.1,22.4,5.6
CA,6033,Lake County,6033000602,6033000602,0.6011,23.8,44375.0,5.9,38.4,0.6,0.0,37.09,16.9,6.9,22.1,1.1
CA,6033,Lake County,6033000702,6033000702,0.9032,25.5,40346.0,9.3,53.1,6.7,4.13,69.62,20.5,20.8,29.4,6.0
CA,6033,Lake County,6033000703,6033000703,0.8128,13.1,36297.0,7.1,41.4,9.7,7.87,81.45,23.4,12.7,17.8,1.4
CA,6033,Lake County,6033000704,6033000704,0.7157,22.4,53682.0,10.5,38.0,4.0,1.98,33.35,16.6,20.2,20.8,2.8
CA,6033,Lake County,6033000801,6033000801,0.8819,29.8,38887.0,2.8,37.0,16.2,13.58,64.53,22.1,18.1,17.7,4.5
CA,6033,Lake County,6033000802,6033000802,0.8985,25.9,44728.0,8.3,39.5,13.6,6.24,24.21,22.1,11.6,19.0,4.4
CA,6033,Lake County,6033000901,6033000901,0.2219,4.0,77466.0,1.6,20.6,0.0,4.22,99.64,19.5,9.9,18.8,0.0
CA,6033,Lake County,6033000902,6033000902,0.3691,8.4,80085.0,0.0,27.2,1.9,0.58,100.0,23.7,9.4,13.8,1.4
CA,6033,Lake County,6033001000,6033001000,0.768,18.0,55573.0,13.3,32.4,1.8,11.45,96.95,14.9,9.3,13.9,6.8
CA,6033,Lake County,6033001101,6033001101,0.4418,12.9,73083.0,8.0,36.9,0.0,3.77,65.24,20.9,2.6,14.6,1.0
CA,6033,Lake County,6033001102,6033001102,0.2154,2.4,64507.0,2.7,27.5,0.0,6.55,72.73,20.0,9.7,4.8,0.0
CA,6033,Lake County,6033001200,6033001200,0.5456,28.4,44436.0,2.4,32.2,5.4,4.59,98.7,17.5,5.1,14.5,7.9
CA,6033,Lake County,6033001301,6033001301,0.1388,5.6,79688.0,4.2,37.7,2.5,0.0,30.9,14.0,5.5,2.5,0.0
CA,6033,Lake County,6033001302,6033001302,0.6869,6.9,86729.0,9.6,22.3,1.6,4.56,100.0,21.4,14.3,16.3,2.0
CA,6035,Lassen County,6035040100,6035040100,0.5416,12.7,45329.0,11.5,32.4,2.2,5.91,94.72,14.0,7.7,13.2,1.1
CA,6035,Lassen County,6035040200,6035040200,0.6018,22.9,49306.0,4.3,37.5,1.7,6.76,100.0,23.5,15.9,16.7,0.6
CA,6035,Lassen County,6035040302,6035040302,0.3782,5.1,90804.0,8.8,19.4,3.7,0.0,100.0,14.0,5.3,9.0,2.8
CA,6035,Lassen County,6035040303,6035040303,0.8011,13.3,52411.0,6.6,33.0,16.5,12.23,51.77,19.7,12.9,11.9,0.0
CA,6035,Lassen County,6035040304,6035040304,0.6415,35.5,47664.0,10.6,35.4,10.9,1.84,22.13,25.3,1.7,26.5,0.0
CA,6035,Lassen County,6035040305,6035040305,0.3645,11.5,67938.0,3.4,22.4,3.2,5.69,79.3,11.5,5.8,10.1,1.5
CA,6035,Lassen County,6035040400,6035040400,0.2612,9.4,86080.0,6.1,14.6,0.0,0.96,99.62,11.9,0.8,5.9,2.6
CA,6035,Lassen County,6035040500,6035040500,0.4249,7.1,64414.0,3.5,26.6,2.3,3.17,100.0,18.7,5.7,8.3,6.5
CA,6035,Lassen County,6035040600,6035040600,0.7268,32.4,47302.0,15.2,35.5,4.0,0.0,95.89,27.1,14.7,27.2,3.3
CA,6037,Los Angeles County,6037101110,6037101110,0.5696,8.7,68972.0,4.5,39.0,11.0,8.65,76.38,11.2,7.8,12.1,8.1
CA,6037,Los Angeles County,6037101122,6037101122,0.265,6.7,118859.0,4.2,19.2,0.6,3.44,100.0,10.7,9.6,2.3,7.0
CA,6037,Los Angeles County,6037101220,6037101220,0.6467,16.0,65139.0,8.7,36.6,4.9,0.0,76.42,18.0,12.7,10.9,18.7
CA,6037,Los Angeles County,6037101221,6037101221,0.8717,9.6,53348.0,9.7,60.0,18.9,2.44,96.74,27.0,4.3,18.8,17.0
CA,6037,Los Angeles County,6037101222,6037101222,0.7934,15.9,36779.0,7.8,55.5,24.0,4.42,55.48,23.6,11.8,25.4,21.9
CA,6037,Los Angeles County,6037101300,6037101300,0.4792,6.1,121490.0,2.9,20.9,2.2,3.08,16.48,15.5,7.3,4.4,10.4
CA,6037,Los Angeles County,6037101400,6037101400,0.7544,5.6,85945.0,8.3,35.9,15.5,3.46,59.58,14.2,8.5,6.3,10.1
CA,6037,Los Angeles County,6037102103,6037102103,0.4655,13.1,65250.0,3.5,51.7,10.7,8.89,72.81,11.7,8.7,13.1,5.9
CA,6037,Los Angeles County,6037102104,6037102104,0.5268,5.4,106250.0,6.3,24.4,4.4,5.55,100.0,9.7,5.5,12.2,4.2
CA,6037,Los Angeles County,6037102105,6037102105,0.2988,4.4,92917.0,5.6,32.9,1.4,7.09,100.0,5.3,3.4,6.8,14.2
CA,6037,Los Angeles County,6037102107,6037102107,0.533,13.4,97778.0,4.5,33.8,7.6,1.52,63.27,15.3,6.9,7.1,4.2
CA,6037,Los Angeles County,6037103101,6037103101,0.1607,3.3,125694.0,9.1,13.0,1.9,0.0,100.0,13.8,8.6,0.6,1.7
CA,6037,Los Angeles County,6037103102,6037103102,0.5627,8.5,84750.0,4.2,33.4,10.1,3.1,45.6,13.7,11.8,7.9,16.0
CA,6037,Los Angeles County,6037103201,6037103201,0.8662,10.4,84281.0,9.1,43.1,16.9,2.91,19.24,13.4,10.0,5.6,10.2
CA,6037,Los Angeles County,6037103202,6037103202,0.0655,2.3,112491.0,0.2,12.8,0.0,0.61,99.42,11.1,1.1,11.8,0.7
CA,6037,Los Angeles County,6037103300,6037103300,0.2046,6.2,133333.0,1.6,23.4,4.8,6.87,100.0,8.8,8.9,9.4,0.7
CA,6037,Los Angeles County,6037103401,6037103401,0.3488,4.3,96884.0,2.5,32.2,1.1,9.89,2.56,8.7,10.3,6.1,8.7
CA,6037,Los Angeles County,6037103402,6037103402,0.3803,6.3,113393.0,3.7,19.1,2.5,0.0,4.86,11.6,2.9,2.2,5.4
CA,6037,Los Angeles County,6037104103,6037104103,0.6517,4.7,107614.0,10.7,28.2,1.7,6.16,40.78,12.4,8.0,2.9,14.3
CA,6037,Los Angeles County,6037104105,6037104105,0.9606,22.7,58897.0,9.7,51.5,4.6,1.39,75.57,11.4,8.3,20.4,18.6
CA,6037,Los Angeles County,6037104108,6037104108,0.9277,14.2,62639.0,7.5,44.1,13.5,12.09,11.9,12.0,5.1,12.8,21.3
CA,6037,Los Angeles County,6037104124,6037104124,0.6835,12.2,76071.0,9.9,42.4,1.9,1.12,89.1,11.5,14.4,10.5,10.2
CA,6037,Los Angeles County,6037104201,6037104201,0.5913,11.4,93726.0,5.5,32.7,4.4,3.43,87.17,12.6,5.5,18.7,17.1
CA,6037,Los Angeles County,6037104203,6037104203,0.8295,20.3,65000.0,14.1,37.5,3.8,0.0,33.48,10.4,9.1,7.4,30.5
CA,6037,Los Angeles County,6037104204,6037104204,0.8606,12.8,75179.0,8.3,34.3,0.0,7.02,72.26,12.8,5.1,4.2,15.0
CA,6037,Los Angeles County,6037104310,6037104310,0.7065,7.8,87463.0,14.7,32.7,1.3,13.4,74.58,14.2,6.9,11.2,22.0
CA,6037,Los Angeles County,6037104321,6037104321,0.9165,22.9,36649.0,11.1,53.3,27.4,3.75,28.23,10.7,8.7,14.9,25.0
CA,6037,Los Angeles County,6037104322,6037104322,0.7649,5.1,72188.0,22.1,42.5,7.6,24.64,63.15,7.6,0.0,10.1,34.6
CA,6037,Los Angeles County,6037104401,6037104401,0.799,23.3,69306.0,16.4,39.5,10.5,0.0,13.08,9.9,5.1,4.4,22.0
CA,6037,Los Angeles County,6037104403,6037104403,0.6897,16.2,89653.0,14.8,30.4,7.3,5.76,7.49,8.8,6.9,12.5,17.8
CA,6037,Los Angeles County,6037104404,6037104404,0.8574,16.6,80556.0,15.8,39.0,10.7,2.65,0.0,11.9,9.2,16.7,26.8
CA,6037,Los Angeles County,6037104500,6037104500,0.7344,32.5,71058.0,7.3,37.1,5.3,0.6,74.93,10.6,4.5,12.8,25.1
CA,6037,Los Angeles County,6037104610,6037104610,0.8247,8.7,84107.0,11.5,35.9,10.2,4.03,12.1,14.5,2.0,20.0,27.4
CA,6037,Los Angeles County,6037104620,6037104620,0.766,17.7,81316.0,9.6,27.7,2.8,2.24,60.46,11.0,5.1,13.9,30.1
CA,6037,Los Angeles County,6037104701,6037104701,0.9848,23.2,49844.0,10.0,48.0,12.5,6.2,1.82,13.3,9.1,23.4,23.5
CA,6037,Los Angeles County,6037104703,6037104703,0.9866,16.9,48229.0,11.3,46.9,12.6,5.63,50.64,12.9,7.8,5.1,21.7
CA,6037,Los Angeles County,6037104704,6037104704,0.9194,24.0,56512.0,10.4,46.4,2.8,2.45,63.25,9.3,4.5,7.3,15.9
CA,6037,Los Angeles County,6037104821,6037104821,0.9412,17.5,69423.0,11.6,37.6,5.7,0.0,0.0,15.5,7.7,11.2,21.1
CA,6037,Los Angeles County,6037104822,6037104822,0.9746,25.7,48278.0,13.9,48.4,23.1,2.64,41.58,12.8,11.7,7.9,27.9
CA,6037,Los Angeles County,6037104823,6037104823,0.8043,25.6,81406.0,10.4,37.8,5.3,9.81,66.54,11.7,8.2,14.6,21.4
CA,6037,Los Angeles County,6037104824,6037104824,0.451,4.6,88088.0,15.2,17.1,2.5,1.53,45.42,9.5,2.8,7.5,16.0
CA,6037,Los Angeles County,6037106010,6037106010,0.4637,5.2,125556.0,4.8,17.2,3.3,5.46,100.0,11.9,4.8,3.7,8.0
CA,6037,Los Angeles County,6037106020,6037106020,0.5954,18.9,115282.0,17.3,26.3,1.9,0.91,76.18,14.4,10.4,4.1,11.8
CA,6037,Los Angeles County,6037106111,6037106111,0.567,5.1,124375.0,8.4,14.5,6.1,0.0,100.0,12.5,7.1,1.5,7.3
CA,6037,Los Angeles County,6037106112,6037106112,0.5331,14.6,109333.0,5.3,25.2,1.4,0.0,92.27,14.0,3.0,11.5,8.6
CA,6037,Los Angeles County,6037106113,6037106113,0.6055,5.5,111861.0,6.9,26.7,1.4,0.0,50.92,11.0,7.5,5.0,8.7
CA,6037,Los Angeles County,6037106114,6037106114,0.7303,21.9,75179.0,7.8,39.4,3.4,10.27,25.22,10.6,4.9,10.5,10.9
CA,6037,Los Angeles County,6037106403,6037106403,0.6086,7.6,91364.0,5.9,30.1,4.8,0.77,19.04,11.8,5.0,14.9,14.8
CA,6037,Los Angeles County,6037106405,6037106405,0.7062,20.6,86159.0,11.7,20.9,4.5,1.81,98.2,16.3,11.1,7.2,11.4
CA,6037,Los Angeles County,6037106406,6037106406,0.6877,3.8,99298.0,12.4,22.0,3.2,3.87,100.0,14.1,3.1,3.6,13.2
CA,6037,Los Angeles County,6037106407,6037106407,0.9942,32.8,34360.0,10.1,69.3,21.9,0.0,38.77,14.6,9.1,17.9,19.8
CA,6037,Los Angeles County,6037106408,6037106408,0.9177,32.5,54259.0,12.8,48.4,4.2,0.0,10.58,10.4,5.8,9.5,16.1
CA,6037,Los Angeles County,6037106510,6037106510,0.7461,15.4,113750.0,10.5,21.6,1.2,0.0,99.23,8.8,9.1,7.4,10.9
CA,6037,Los Angeles County,6037106520,6037106520,0.8033,15.2,90292.0,12.3,37.3,1.9,5.07,99.59,9.8,5.6,10.4,13.7
CA,6037,Los Angeles County,6037106603,6037106603,0.2614,6.1,135368.0,2.8,24.1,5.3,0.0,100.0,9.4,4.9,4.1,4.0
CA,6037,Los Angeles County,6037106604,6037106604,0.7535,11.3,63976.0,10.0,41.9,5.6,4.02,100.0,13.7,2.6,9.8,15.1
CA,6037,Los Angeles County,6037106641,6037106641,0.2821,6.2,114444.0,9.9,19.2,4.4,3.44,100.0,12.4,6.7,4.7,7.8
CA,6037,Los Angeles County,6037106642,6037106642,0.2698,8.1,137426.0,2.6,15.4,5.0,3.59,88.52,12.2,6.8,8.4,1.9
CA,6037,Los Angeles County,6037106643,6037106643,0.0936,1.7,197411.0,0.2,9.8,4.2,8.65,98.95,12.3,5.2,4.7,9.9
CA,6037,Los Angeles County,6037106645,6037106645,0.247,5.1,128382.0,4.6,20.7,4.7,0.0,100.0,7.4,10.8,5.0,3.6
CA,6037,Los Angeles County,6037106646,6037106646,0.4148,6.4,120865.0,3.1,24.9,2.4,1.93,74.76,12.8,9.0,8.4,6.4
CA,6037,Los Angeles County,6037106648,6037106648,0.9457,15.8,68583.0,10.1,46.5,3.2,5.62,72.44,17.1,1.5,17.0,21.4
CA,6037,Los Angeles County,6037106649,6037106649,0.6075,7.1,101528.0,9.3,25.6,2.2,0.0,48.35,9.0,7.4,5.9,13.9
CA,6037,Los Angeles County,6037107010,6037107010,0.7066,3.8,82109.0,10.1,30.5,4.9,0.0,38.95,11.7,5.0,7.8,23.8
CA,6037,Los Angeles County,6037107020,6037107020,0.7071,21.0,81625.0,7.7,35.9,7.1,1.1,70.32,5.9,8.9,10.0,13.3
CA,6037,Los Angeles County,6037108101,6037108101,0.0658,4.5,150000.0,3.3,11.9,2.6,4.19,100.0,7.8,5.3,8.1,5.7
CA,6037,Los Angeles County,6037108102,6037108102,0.3508,15.9,125540.0,3.3,23.9,1.4,0.41,46.9,10.1,7.4,2.6,9.1
CA,6037,Los Angeles County,6037108103,6037108103,0.0285,5.6,149118.0,0.9,15.3,0.8,1.44,97.72,8.6,5.6,1.6,3.5
CA,6037,Los Angeles County,6037108104,6037108104,0.1494,1.8,150550.0,10.3,11.8,2.0,0.0,100.0,5.5,1.6,7.8,4.3
CA,6037,Los Angeles County,6037108202,6037108202,0.0831,3.2,164905.0,3.3,23.0,1.4,0.0,80.86,5.6,2.3,3.0,3.4
CA,6037,Los Angeles County,6037108203,6037108203,0.1004,4.6,134917.0,3.5,18.2,1.4,1.74,28.81,8.4,3.2,0.0,5.2
CA,6037,Los Angeles County,6037108204,6037108204,0.1367,2.1,169178.0,0.5,21.7,13.4,3.84,99.67,8.5,1.4,0.9,3.5
CA,6037,Los Angeles County,6037109100,6037109100,0.8852,9.0,81500.0,7.0,33.2,15.5,11.33,84.17,18.2,7.8,21.4,21.2
CA,6037,Los Angeles County,6037109200,6037109200,0.32,4.7,119917.0,1.6,14.6,4.7,0.0,96.69,12.5,2.4,8.5,6.4
CA,6037,Los Angeles County,6037109300,6037109300,0.3041,6.1,112738.0,2.7,16.9,3.3,6.11,100.0,10.6,4.6,7.7,8.8
CA,6037,Los Angeles County,6037109400,6037109400,0.6395,4.3,93571.0,9.6,28.2,1.9,4.8,100.0,11.0,1.8,15.9,15.2
CA,6037,Los Angeles County,6037109500,6037109500,0.722,14.7,62500.0,8.5,47.1,2.8,0.0,79.57,11.6,8.5,12.2,13.6
CA,6037,Los Angeles County,6037109601,6037109601,0.4001,5.3,114853.0,10.4,22.1,0.7,0.31,77.76,9.0,7.8,3.7,7.9
CA,6037,Los Angeles County,6037109603,6037109603,0.7336,13.8,76545.0,7.4,39.9,3.0,0.0,21.77,11.9,5.2,10.0,15.0
CA,6037,Los Angeles County,6037109604,6037109604,0.4132,8.6,101822.0,7.3,25.7,4.3,0.0,19.35,9.3,4.4,4.8,10.3
CA,6037,Los Angeles County,6037109700,6037109700,0.5001,7.8,110500.0,3.1,31.3,3.7,0.0,14.57,14.1,8.9,8.5,4.6
CA,6037,Los Angeles County,6037109800,6037109800,0.6335,9.6,74803.0,5.4,41.3,6.3,7.08,26.89,17.1,7.2,8.7,7.2
CA,6037,Los Angeles County,6037111100,6037111100,0.3912,5.2,117813.0,6.2,21.4,2.2,0.0,25.65,11.2,5.2,6.1,5.6
CA,6037,Los Angeles County,6037111201,6037111201,0.2329,6.7,111439.0,4.3,27.1,2.9,3.27,34.77,8.4,8.9,3.9,4.5
CA,6037,Los Angeles County,6037111202,6037111202,0.6502,9.9,110686.0,18.2,23.3,9.2,0.0,31.96,8.5,12.9,4.8,12.5
CA,6037,Los Angeles County,6037111204,6037111204,0.1007,1.8,172376.0,3.3,14.2,2.5,5.55,49.7,10.8,4.9,0.0,6.6
CA,6037,Los Angeles County,6037111205,6037111205,0.29,7.9,103125.0,3.5,22.0,1.4,1.01,21.53,6.7,5.6,2.0,3.3
CA,6037,Los Angeles County,6037111206,6037111206,0.2179,5.8,154563.0,5.9,17.2,1.3,0.0,51.0,10.6,5.1,2.5,1.7
CA,6037,Los Angeles County,6037111302,6037111302,0.7647,10.8,88458.0,7.5,41.6,11.1,11.76,77.77,14.9,5.1,8.7,6.9
CA,6037,Los Angeles County,6037111303,6037111303,0.655,7.3,89688.0,6.6,39.5,0.9,2.4,8.46,19.0,11.2,7.7,4.5
